filename,sample number,category,set,offset augment,noise augment,original filename
77-0-0-1-3.wav,77,0,0,1,3,4288.wav
78-3-0-2-3.wav,78,3,0,2,3,104033.wav
79-3-0-2-2.wav,79,3,0,2,2,243376.wav
80-2-0-1-3.wav,80,2,0,1,3,151071-6-0-0.wav
81-3-0-2-2.wav,81,3,0,2,2,125131.wav
82-1-0-0-0.wav,82,1,0,0,0,158140.wav
83-3-0-3-1.wav,83,3,0,3,1,343879.wav
84-1-0-0-3.wav,84,1,0,0,3,179236.wav
85-2-0-2-0.wav,85,2,0,2,0,148838-6-0-0.wav
86-0-0-0-3.wav,86,0,0,0,3,29825.wav
87-1-0-0-0.wav,87,1,0,0,0,71897.wav
88-3-0-3-0.wav,88,3,0,3,0,243376.wav
89-1-0-2-2.wav,89,1,0,2,2,213162.wav
90-0-0-0-1.wav,90,0,0,0,1,42939.wav
91-3-0-1-0.wav,91,3,0,1,0,34283.wav
92-0-0-1-0.wav,92,0,0,1,0,4288.wav
93-2-0-0-0.wav,93,2,0,0,0,145608-6-3-0.wav
94-0-0-0-0.wav,94,0,0,0,0,92246.wav
95-2-0-2-3.wav,95,2,0,2,3,135526-6-3-0.wav
96-2-0-3-3.wav,96,2,0,3,3,136399-6-4-0.wav
97-3-0-2-1.wav,97,3,0,2,1,220665.wav
98-2-0-0-0.wav,98,2,0,0,0,7064-6-3-0.wav
99-0-0-2-0.wav,99,0,0,2,0,108525.wav
100-0-0-0-1.wav,100,0,0,0,1,69509.wav
101-2-0-3-3.wav,101,2,0,3,3,148835-6-3-0.wav
102-2-0-0-2.wav,102,2,0,0,2,148837-6-1-0.wav
103-2-0-1-3.wav,103,2,0,1,3,46656-6-0-0.wav
104-3-0-0-0.wav,104,3,0,0,0,29849.wav
105-0-0-2-0.wav,105,0,0,2,0,32168.wav
106-3-0-2-2.wav,106,3,0,2,2,144338.wav
107-3-0-3-2.wav,107,3,0,3,2,270474.wav
108-2-0-0-1.wav,108,2,0,0,1,145206-6-0-0.wav
109-1-0-3-1.wav,109,1,0,3,1,173558.wav
110-1-0-2-1.wav,110,1,0,2,1,93964.wav
111-0-0-2-3.wav,111,0,0,2,3,73623.wav
112-0-0-2-1.wav,112,0,0,2,1,130707.wav
113-0-0-1-0.wav,113,0,0,1,0,182915.wav
114-2-0-1-3.wav,114,2,0,1,3,7066-6-0-0.wav
115-2-0-0-2.wav,115,2,0,0,2,145611-6-0-0.wav
116-3-0-2-3.wav,116,3,0,2,3,110142.wav
117-3-0-3-0.wav,117,3,0,3,0,180299.wav
118-3-0-3-1.wav,118,3,0,3,1,89362.wav
119-2-0-3-0.wav,119,2,0,3,0,149177-6-0-0.wav
120-2-0-0-0.wav,120,2,0,0,0,148827-6-3-0.wav
121-1-0-1-1.wav,121,1,0,1,1,216283.wav
122-0-0-3-1.wav,122,0,0,3,1,67518.wav
123-3-0-0-0.wav,123,3,0,0,0,91294.wav
124-1-0-2-1.wav,124,1,0,2,1,89887.wav
125-2-0-0-0.wav,125,2,0,0,0,136399-6-7-0.wav
126-1-0-3-1.wav,126,1,0,3,1,88932.wav
127-1-0-0-3.wav,127,1,0,0,3,179263.wav
128-2-0-2-1.wav,128,2,0,2,1,147317-6-0-0.wav
129-0-0-3-2.wav,129,0,0,3,2,162762.wav
130-1-0-1-3.wav,130,1,0,1,3,216294.wav
131-0-0-3-2.wav,131,0,0,3,2,129382.wav
132-0-0-2-0.wav,132,0,0,2,0,18784.wav
133-0-0-2-3.wav,133,0,0,2,3,102541.wav
134-2-0-3-2.wav,134,2,0,3,2,158979-6-0-0.wav
135-3-0-3-1.wav,135,3,0,3,1,173088.wav
136-1-0-3-0.wav,136,1,0,3,0,204115.wav
137-1-0-1-3.wav,137,1,0,1,3,42903.wav
138-3-0-2-2.wav,138,3,0,2,2,58794.wav
139-3-0-2-2.wav,139,3,0,2,2,124800.wav
140-0-0-1-2.wav,140,0,0,1,2,137653.wav
141-2-0-0-2.wav,141,2,0,0,2,135526-6-4-0.wav
142-2-0-3-0.wav,142,2,0,3,0,23161-6-0-0.wav
143-3-0-3-0.wav,143,3,0,3,0,316398.wav
144-2-0-2-1.wav,144,2,0,2,1,34708-6-3-0.wav
145-0-0-1-0.wav,145,0,0,1,0,151121.wav
146-2-0-1-2.wav,146,2,0,1,2,135527-6-13-0.wav
147-0-0-1-3.wav,147,0,0,1,3,42939.wav
148-3-0-2-0.wav,148,3,0,2,0,315833.wav
149-1-0-0-2.wav,149,1,0,0,2,216289.wav
150-3-0-3-0.wav,150,3,0,3,0,124805.wav
151-0-0-2-2.wav,151,0,0,2,2,58159.wav
152-3-0-1-0.wav,152,3,0,1,0,338049.wav
153-2-0-0-0.wav,153,2,0,0,0,148166-6-0-0.wav
154-1-0-1-1.wav,154,1,0,1,1,179249.wav
155-0-0-0-3.wav,155,0,0,0,3,83703.wav
156-0-0-2-0.wav,156,0,0,2,0,153927.wav
157-1-0-3-2.wav,157,1,0,3,2,204123.wav
158-2-0-2-1.wav,158,2,0,2,1,145612-6-2-0.wav
159-0-0-1-0.wav,159,0,0,1,0,64768.wav
160-1-0-1-1.wav,160,1,0,1,1,179227.wav
161-2-0-1-3.wav,161,2,0,1,3,148828-6-1-0.wav
162-1-0-2-1.wav,162,1,0,2,1,88937.wav
163-2-0-1-2.wav,163,2,0,1,2,135526-6-7-0.wav
164-1-0-3-0.wav,164,1,0,3,0,213160.wav
165-2-0-1-2.wav,165,2,0,1,2,135544-6-6-0.wav
166-2-0-2-2.wav,166,2,0,2,2,145608-6-1-0.wav
167-1-0-1-0.wav,167,1,0,1,0,216281.wav
168-2-0-3-2.wav,168,2,0,3,2,135527-6-1-0.wav
169-0-0-0-3.wav,169,0,0,0,3,163106.wav
170-3-0-3-2.wav,170,3,0,3,2,219856.wav
171-0-0-3-2.wav,171,0,0,3,2,183055.wav
172-3-0-0-2.wav,172,3,0,0,2,82420.wav
173-3-0-3-3.wav,173,3,0,3,3,222669.wav
174-0-0-0-0.wav,174,0,0,0,0,77434.wav
175-2-0-3-1.wav,175,2,0,3,1,135544-6-17-0.wav
176-3-0-2-0.wav,176,3,0,2,0,219856.wav
177-2-0-0-2.wav,177,2,0,0,2,46656-6-4-0.wav
178-0-0-3-1.wav,178,0,0,3,1,76283.wav
179-3-0-2-2.wav,179,3,0,2,2,338049.wav
180-0-0-1-1.wav,180,0,0,1,1,69575.wav
181-1-0-1-0.wav,181,1,0,1,0,213153.wav
182-1-0-0-0.wav,182,1,0,0,0,216282.wav
183-1-0-0-1.wav,183,1,0,0,1,163364.wav
184-2-0-0-0.wav,184,2,0,0,0,24632-6-1-0.wav
185-0-0-2-0.wav,185,0,0,2,0,63335.wav
186-2-0-0-1.wav,186,2,0,0,1,148835-6-2-0.wav
187-1-0-2-0.wav,187,1,0,2,0,173560.wav
188-0-0-0-0.wav,188,0,0,0,0,108525.wav
189-2-0-0-1.wav,189,2,0,0,1,135526-6-11-0.wav
190-0-0-1-2.wav,190,0,0,1,2,29825.wav
191-0-0-2-0.wav,191,0,0,2,0,30280.wav
192-2-0-1-3.wav,192,2,0,1,3,135544-6-2-0.wav
193-0-0-1-0.wav,193,0,0,1,0,20080.wav
194-3-0-2-0.wav,194,3,0,2,0,220655.wav
195-1-0-1-2.wav,195,1,0,1,2,179227.wav
196-2-0-2-1.wav,196,2,0,2,1,148835-6-3-0.wav
197-3-0-3-0.wav,197,3,0,3,0,180350.wav
198-3-0-1-0.wav,198,3,0,1,0,187793.wav
199-2-0-1-1.wav,199,2,0,1,1,7064-6-0-0.wav
200-2-0-0-3.wav,200,2,0,0,3,145608-6-2-0.wav
201-1-0-2-2.wav,201,1,0,2,2,127543.wav
202-0-0-1-1.wav,202,0,0,1,1,53883.wav
203-3-0-1-0.wav,203,3,0,1,0,219856.wav
204-3-0-0-3.wav,204,3,0,0,3,219815.wav
205-3-0-3-1.wav,205,3,0,3,1,144338.wav
206-2-0-2-2.wav,206,2,0,2,2,148838-6-0-0.wav
207-1-0-0-1.wav,207,1,0,0,1,173607.wav
208-1-0-0-3.wav,208,1,0,0,3,173559.wav
209-1-0-2-2.wav,209,1,0,2,2,204142.wav
210-1-0-2-2.wav,210,1,0,2,2,115922.wav
211-2-0-2-1.wav,211,2,0,2,1,122690-6-0-0.wav
212-1-0-3-1.wav,212,1,0,3,1,164328.wav
213-2-0-1-1.wav,213,2,0,1,1,136399-6-6-0.wav
214-2-0-0-1.wav,214,2,0,0,1,7064-6-2-0.wav
215-2-0-0-1.wav,215,2,0,0,1,46656-6-2-0.wav
216-3-0-2-1.wav,216,3,0,2,1,178105.wav
217-1-0-0-3.wav,217,1,0,0,3,88924.wav
218-3-0-0-1.wav,218,3,0,0,1,166623.wav
219-0-0-0-1.wav,219,0,0,0,1,56302.wav
220-1-0-0-2.wav,220,1,0,0,2,213162.wav
221-3-0-2-3.wav,221,3,0,2,3,124805.wav
222-3-0-1-0.wav,222,3,0,1,0,180313.wav
223-1-0-2-0.wav,223,1,0,2,0,216279.wav
224-1-0-1-0.wav,224,1,0,1,0,204688.wav
225-0-0-3-2.wav,225,0,0,3,2,56302.wav
226-1-0-0-2.wav,226,1,0,0,2,204685.wav
227-2-0-0-2.wav,227,2,0,0,2,135526-6-9-0.wav
228-1-0-2-1.wav,228,1,0,2,1,145209.wav
229-3-0-1-1.wav,229,3,0,1,1,270474.wav
230-3-0-3-1.wav,230,3,0,3,1,270474.wav
231-2-0-1-2.wav,231,2,0,1,2,149177-6-0-0.wav
232-1-0-2-2.wav,232,1,0,2,2,214336.wav
233-3-0-1-1.wav,233,3,0,1,1,222583.wav
234-3-0-0-3.wav,234,3,0,0,3,89362.wav
235-0-0-0-0.wav,235,0,0,0,0,81680.wav
236-2-0-3-1.wav,236,2,0,3,1,135526-6-1-0.wav
237-0-0-0-3.wav,237,0,0,0,3,166963.wav
238-3-0-0-0.wav,238,3,0,0,0,220619.wav
239-3-0-2-3.wav,239,3,0,2,3,21323.wav
240-3-0-3-3.wav,240,3,0,3,3,220045.wav
241-3-0-3-3.wav,241,3,0,3,3,161360.wav
242-1-0-3-3.wav,242,1,0,3,3,88808.wav
243-2-0-3-1.wav,243,2,0,3,1,135527-6-1-0.wav
244-3-0-2-0.wav,244,3,0,2,0,30277.wav
245-1-0-3-2.wav,245,1,0,3,2,88937.wav
246-1-0-0-3.wav,246,1,0,0,3,204141.wav
247-0-0-2-3.wav,247,0,0,2,3,136010.wav
248-2-0-2-3.wav,248,2,0,2,3,145206-6-1-0.wav
249-2-0-2-0.wav,249,2,0,2,0,24632-6-1-0.wav
250-2-0-2-3.wav,250,2,0,2,3,135526-6-8-0.wav
251-0-0-2-0.wav,251,0,0,2,0,168790.wav
252-1-0-0-3.wav,252,1,0,0,3,47013.wav
253-2-0-2-1.wav,253,2,0,2,1,135527-6-14-2.wav
254-2-0-0-2.wav,254,2,0,0,2,102305-6-0-0.wav
255-2-0-1-3.wav,255,2,0,1,3,34708-6-2-0.wav
256-3-0-0-2.wav,256,3,0,0,2,222584.wav
257-0-0-0-0.wav,257,0,0,0,0,128827.wav
258-3-0-2-1.wav,258,3,0,2,1,338938.wav
259-2-0-0-0.wav,259,2,0,0,0,46656-6-4-0.wav
260-3-0-2-0.wav,260,3,0,2,0,63632.wav
261-2-0-0-1.wav,261,2,0,0,1,84254-6-0-0.wav
262-3-0-3-0.wav,262,3,0,3,0,144338.wav
263-3-0-1-0.wav,263,3,0,1,0,336841.wav
264-3-0-3-2.wav,264,3,0,3,2,9434.wav
265-0-0-3-1.wav,265,0,0,3,1,85919.wav
266-3-0-2-3.wav,266,3,0,2,3,173070.wav
267-0-0-2-3.wav,267,0,0,2,3,12709.wav
268-1-0-3-2.wav,268,1,0,3,2,173621.wav
269-1-0-2-2.wav,269,1,0,2,2,88928.wav
270-3-0-1-0.wav,270,3,0,1,0,220295.wav
271-1-0-2-1.wav,271,1,0,2,1,89894.wav
272-0-0-0-3.wav,272,0,0,0,3,168719.wav
273-0-0-3-3.wav,273,0,0,3,3,29825.wav
274-1-0-1-2.wav,274,1,0,1,2,213161.wav
275-2-0-1-2.wav,275,2,0,1,2,135527-6-14-6.wav
276-1-0-0-3.wav,276,1,0,0,3,204144.wav
277-2-0-0-2.wav,277,2,0,0,2,7064-6-2-0.wav
278-1-0-2-2.wav,278,1,0,2,2,66520.wav
279-2-0-3-3.wav,279,2,0,3,3,148827-6-3-0.wav
280-2-0-1-1.wav,280,2,0,1,1,76094-6-0-0.wav
281-1-0-0-2.wav,281,1,0,0,2,173609.wav
282-3-0-1-1.wav,282,3,0,1,1,180310.wav
283-2-0-1-3.wav,283,2,0,1,3,145608-6-0-0.wav
284-0-0-2-0.wav,284,0,0,2,0,101100.wav
285-0-0-0-3.wav,285,0,0,0,3,30280.wav
286-0-0-3-3.wav,286,0,0,3,3,151845.wav
287-3-0-0-3.wav,287,3,0,0,3,221153.wav
288-1-0-3-1.wav,288,1,0,3,1,179263.wav
289-3-0-2-2.wav,289,3,0,2,2,222535.wav
290-1-0-2-0.wav,290,1,0,2,0,179229.wav
291-3-0-2-1.wav,291,3,0,2,1,253771.wav
292-3-0-2-0.wav,292,3,0,2,0,166157.wav
293-2-0-2-0.wav,293,2,0,2,0,148834-6-0-0.wav
294-0-0-0-3.wav,294,0,0,0,3,87024.wav
295-1-0-1-1.wav,295,1,0,1,1,164328.wav
296-3-0-2-1.wav,296,3,0,2,1,270474.wav
297-3-0-2-2.wav,297,3,0,2,2,58803.wav
298-0-0-2-2.wav,298,0,0,2,2,85172.wav
299-3-0-1-2.wav,299,3,0,1,2,212710.wav
300-3-0-1-1.wav,300,3,0,1,1,220307.wav
301-0-0-3-2.wav,301,0,0,3,2,64768.wav
302-0-0-0-0.wav,302,0,0,0,0,423.wav
303-0-0-3-0.wav,303,0,0,3,0,116925.wav
304-3-0-0-3.wav,304,3,0,0,3,63708.wav
305-3-0-2-1.wav,305,3,0,2,1,144435.wav
306-2-0-2-1.wav,306,2,0,2,1,135526-6-12-0.wav
307-1-0-1-2.wav,307,1,0,1,2,47013.wav
308-1-0-2-1.wav,308,1,0,2,1,88931.wav
309-2-0-0-0.wav,309,2,0,0,0,78776-6-0-0.wav
310-3-0-2-3.wav,310,3,0,2,3,343879.wav
311-0-0-2-1.wav,311,0,0,2,1,85919.wav
312-0-0-0-3.wav,312,0,0,0,3,78013.wav
313-3-0-1-0.wav,313,3,0,1,0,208034.wav
314-2-0-1-1.wav,314,2,0,1,1,145612-6-1-0.wav
315-2-0-2-3.wav,315,2,0,2,3,76094-6-0-0.wav
316-0-0-1-3.wav,316,0,0,1,3,124087.wav
317-3-0-1-2.wav,317,3,0,1,2,110140.wav
318-1-0-2-3.wav,318,1,0,2,3,173609.wav
319-0-0-3-1.wav,319,0,0,3,1,146257.wav
320-2-0-0-3.wav,320,2,0,0,3,148835-6-3-0.wav
321-2-0-0-2.wav,321,2,0,0,2,135526-6-12-0.wav
322-3-0-3-1.wav,322,3,0,3,1,336841.wav
323-1-0-1-1.wav,323,1,0,1,1,179236.wav
324-3-0-3-2.wav,324,3,0,3,2,219666.wav
325-2-0-3-3.wav,325,2,0,3,3,135528-6-12-0.wav
326-3-0-2-0.wav,326,3,0,2,0,222535.wav
327-2-0-3-2.wav,327,2,0,3,2,7061-6-0-0.wav
328-1-0-0-0.wav,328,1,0,0,0,89902.wav
329-0-0-2-1.wav,329,0,0,2,1,44971.wav
330-1-0-2-1.wav,330,1,0,2,1,213161.wav
331-1-0-2-1.wav,331,1,0,2,1,92019.wav
332-1-0-1-0.wav,332,1,0,1,0,173580.wav
333-1-0-2-1.wav,333,1,0,2,1,158142.wav
334-2-0-1-2.wav,334,2,0,1,2,46656-6-1-0.wav
335-3-0-3-1.wav,335,3,0,3,1,321230.wav
336-2-0-2-2.wav,336,2,0,2,2,25039-6-0-0.wav
337-1-0-1-3.wav,337,1,0,1,3,164539.wav
338-1-0-2-3.wav,338,1,0,2,3,93449.wav
339-0-0-2-0.wav,339,0,0,2,0,72223.wav
340-0-0-1-1.wav,340,0,0,1,1,130707.wav
341-3-0-1-2.wav,341,3,0,1,2,210995.wav
342-1-0-2-1.wav,342,1,0,2,1,179263.wav
343-1-0-3-0.wav,343,1,0,3,0,216290.wav
344-3-0-1-0.wav,344,3,0,1,0,9433.wav
345-2-0-0-1.wav,345,2,0,0,1,135528-6-4-1.wav
346-2-0-1-1.wav,346,2,0,1,1,148827-6-1-0.wav
347-1-0-2-0.wav,347,1,0,2,0,213158.wav
348-1-0-0-0.wav,348,1,0,0,0,65918.wav
349-0-0-2-3.wav,349,0,0,2,3,97237.wav
350-3-0-1-2.wav,350,3,0,1,2,209164.wav
351-0-0-2-2.wav,351,0,0,2,2,44189.wav
352-0-0-2-2.wav,352,0,0,2,2,34613.wav
353-2-0-3-0.wav,353,2,0,3,0,76091-6-5-0.wav
354-1-0-2-0.wav,354,1,0,2,0,213165.wav
355-0-0-2-0.wav,355,0,0,2,0,151845.wav
356-0-0-0-1.wav,356,0,0,0,1,101100.wav
357-1-0-1-3.wav,357,1,0,1,3,194682.wav
358-0-0-3-0.wav,358,0,0,3,0,119324.wav
359-0-0-0-0.wav,359,0,0,0,0,98777.wav
360-1-0-1-0.wav,360,1,0,1,0,88921.wav
361-3-0-3-3.wav,361,3,0,3,3,71139.wav
362-3-0-1-2.wav,362,3,0,1,2,328003.wav
363-0-0-1-3.wav,363,0,0,1,3,74672.wav
364-2-0-3-3.wav,364,2,0,3,3,135528-6-9-0.wav
365-2-0-0-2.wav,365,2,0,0,2,76090-6-1-0.wav
366-3-0-1-2.wav,366,3,0,1,2,243376.wav
367-3-0-0-2.wav,367,3,0,0,2,219665.wav
368-2-0-1-2.wav,368,2,0,1,2,135544-6-15-0.wav
369-0-0-1-0.wav,369,0,0,1,0,119324.wav
370-3-0-2-0.wav,370,3,0,2,0,104033.wav
371-2-0-3-1.wav,371,2,0,3,1,145611-6-0-0.wav
372-1-0-2-2.wav,372,1,0,2,2,145562.wav
373-3-0-3-3.wav,373,3,0,3,3,110142.wav
374-1-0-3-3.wav,374,1,0,3,3,161309.wav
375-1-0-2-3.wav,375,1,0,2,3,71947.wav
376-0-0-3-1.wav,376,0,0,3,1,61029.wav
377-0-0-2-3.wav,377,0,0,2,3,87024.wav
378-2-0-0-3.wav,378,2,0,0,3,76091-6-5-0.wav
379-3-0-3-0.wav,379,3,0,3,0,220694.wav
380-3-0-3-3.wav,380,3,0,3,3,219883.wav
381-0-0-2-3.wav,381,0,0,2,3,178439.wav
382-3-0-0-1.wav,382,3,0,0,1,110140.wav
383-2-0-0-1.wav,383,2,0,0,1,148834-6-0-0.wav
384-0-0-1-2.wav,384,0,0,1,2,92371.wav
385-1-0-1-3.wav,385,1,0,1,3,42901.wav
386-2-0-3-1.wav,386,2,0,3,1,148834-6-0-0.wav
387-3-0-3-3.wav,387,3,0,3,3,84353.wav
388-3-0-2-1.wav,388,3,0,2,1,328814.wav
389-0-0-0-3.wav,389,0,0,0,3,69575.wav
390-3-0-0-1.wav,390,3,0,0,1,270446.wav
391-3-0-0-3.wav,391,3,0,0,3,222535.wav
392-0-0-0-3.wav,392,0,0,0,3,175466.wav
393-0-0-1-1.wav,393,0,0,1,1,15145.wav
394-1-0-3-3.wav,394,1,0,3,3,126465.wav
395-3-0-1-1.wav,395,3,0,1,1,220660.wav
396-2-0-0-2.wav,396,2,0,0,2,145683-6-2-0.wav
397-3-0-3-2.wav,397,3,0,3,2,253771.wav
398-3-0-3-2.wav,398,3,0,3,2,175389.wav
399-2-0-1-2.wav,399,2,0,1,2,145612-6-2-0.wav
400-1-0-2-3.wav,400,1,0,2,3,88944.wav
401-1-0-1-2.wav,401,1,0,1,2,118198.wav
402-3-0-2-0.wav,402,3,0,2,0,220619.wav
403-1-0-1-1.wav,403,1,0,1,1,161309.wav
404-2-0-0-3.wav,404,2,0,0,3,37236-6-0-0.wav
405-1-0-1-0.wav,405,1,0,1,0,173623.wav
406-1-0-0-2.wav,406,1,0,0,2,204144.wav
407-0-0-0-1.wav,407,0,0,0,1,29825.wav
408-2-0-2-3.wav,408,2,0,2,3,148833-6-1-0.wav
409-2-0-1-1.wav,409,2,0,1,1,110622-6-0-0.wav
410-1-0-1-2.wav,410,1,0,1,2,178582.wav
411-2-0-3-1.wav,411,2,0,3,1,145612-6-2-0.wav
412-2-0-0-3.wav,412,2,0,0,3,133797-6-1-0.wav
413-0-0-1-3.wav,413,0,0,1,3,165689.wav
414-0-0-0-2.wav,414,0,0,0,2,89782.wav
415-2-0-3-2.wav,415,2,0,3,2,76090-6-1-0.wav
416-3-0-1-1.wav,416,3,0,1,1,132828.wav
417-0-0-0-0.wav,417,0,0,0,0,167435.wav
418-0-0-1-0.wav,418,0,0,1,0,112689.wav
419-1-0-3-0.wav,419,1,0,3,0,88928.wav
420-1-0-3-2.wav,420,1,0,3,2,214336.wav
421-3-0-1-2.wav,421,3,0,1,2,56899.wav
422-3-0-2-0.wav,422,3,0,2,0,343948.wav
423-2-0-0-3.wav,423,2,0,0,3,136399-6-9-0.wav
424-2-0-1-3.wav,424,2,0,1,3,148841-6-0-0.wav
425-2-0-0-2.wav,425,2,0,0,2,145683-6-0-0.wav
426-2-0-2-0.wav,426,2,0,2,0,7063-6-0-0.wav
427-1-0-2-3.wav,427,1,0,2,3,89904.wav
428-0-0-2-1.wav,428,0,0,2,1,102541.wav
429-1-0-2-3.wav,429,1,0,2,3,173608.wav
430-0-0-2-2.wav,430,0,0,2,2,55995.wav
431-0-0-2-1.wav,431,0,0,2,1,119302.wav
432-1-0-2-3.wav,432,1,0,2,3,88925.wav
433-0-0-3-1.wav,433,0,0,3,1,124671.wav
434-2-0-3-1.wav,434,2,0,3,1,135527-6-11-0.wav
435-3-0-2-1.wav,435,3,0,2,1,343948.wav
436-0-0-2-0.wav,436,0,0,2,0,334.wav
437-0-0-3-0.wav,437,0,0,3,0,79633.wav
438-1-0-0-3.wav,438,1,0,0,3,88925.wav
439-0-0-1-1.wav,439,0,0,1,1,64128.wav
440-2-0-1-3.wav,440,2,0,1,3,7068-6-0-0.wav
441-1-0-2-0.wav,441,1,0,2,0,88933.wav
442-2-0-2-1.wav,442,2,0,2,1,111048-6-0-0.wav
443-1-0-1-3.wav,443,1,0,1,3,216291.wav
444-1-0-3-0.wav,444,1,0,3,0,194682.wav
445-0-0-0-2.wav,445,0,0,0,2,112332.wav
446-1-0-2-2.wav,446,1,0,2,2,216281.wav
447-1-0-0-2.wav,447,1,0,0,2,213158.wav
448-3-0-1-1.wav,448,3,0,1,1,9704.wav
449-2-0-1-0.wav,449,2,0,1,0,135528-6-7-0.wav
450-3-0-1-2.wav,450,3,0,1,2,338939.wav
451-2-0-0-1.wav,451,2,0,0,1,135528-6-4-2.wav
452-2-0-1-0.wav,452,2,0,1,0,135528-6-4-2.wav
453-1-0-3-3.wav,453,1,0,3,3,204695.wav
454-2-0-1-0.wav,454,2,0,1,0,135528-6-2-0.wav
455-3-0-0-1.wav,455,3,0,0,1,139087.wav
